iter	Passed	Remaining
597	2996	2014
598	3001	2009
599	3005	2003
600	3010	1998
601	3016	1994
602	3021	1989
603	3026	1984
604	3031	1979
605	3036	1974
606	3041	1969
607	3046	1964
608	3052	1959
609	3057	1954
610	3062	1950
611	3067	1944
612	3072	1939
613	3077	1934
614	3082	1929
615	3087	1924
616	3092	1919
617	3097	1914
618	3102	1909
619	3107	1904
620	3113	1900
621	3118	1895
622	3123	1890
623	3129	1885
624	3134	1880
625	3139	1875
626	3145	1871
627	3150	1866
628	3155	1860
629	3160	1856
630	3166	1851
631	3171	1846
632	3178	1842
633	3183	1837
634	3188	1832
635	3193	1828
636	3199	1823
637	3205	1818
638	3210	1813
639	3215	1808
640	3220	1803
641	3226	1798
642	3230	1793
643	3235	1788
644	3241	1784
645	3246	1779
646	3251	1773
647	3257	1769
648	3261	1764
649	3266	1759
650	3272	1754
651	3277	1749
652	3281	1744
653	3288	1739
654	3293	1734
655	3298	1729
656	3304	1725
657	3310	1720
658	3315	1715
659	3321	1710
660	3326	1706
661	3331	1701
662	3338	1696
663	3343	1691
664	3348	1686
665	3354	1682
666	3359	1677
667	3364	1671
668	3369	1667
669	3374	1662
670	3380	1657
671	3385	1652
672	3390	1647
673	3395	1642
674	3401	1637
675	3406	1632
676	3410	1627
677	3416	1622
678	3421	1617
679	3426	1612
680	3432	1607
681	3436	1602
682	3441	1597
683	3446	1592
684	3451	1586
685	3455	1581
686	3460	1576
687	3465	1571
688	3470	1566
689	3474	1561
690	3479	1556
691	3484	1550
692	3488	1545
693	3493	1540
694	3498	1535
695	3503	1530
696	3508	1525
697	3513	1520
698	3518	1515
699	3523	1510
700	3528	1504
701	3533	1499
702	3538	1494
703	3543	1489
704	3547	1484
705	3552	1479
706	3557	1474
707	3562	1469
708	3566	1463
709	3571	1458
710	3577	1453
711	3581	1448
712	3586	1443
713	3591	1438
714	3595	1433
715	3601	1428
716	3606	1423
717	3611	1418
718	3616	1413
719	3621	1408
720	3626	1403
721	3631	1398
722	3636	1393
723	3641	1388
724	3645	1382
725	3650	1377
726	3654	1372
727	3659	1367
728	3664	1362
729	3670	1357
730	3676	1352
731	3681	1347
732	3685	1342
733	3690	1337
734	3694	1332
735	3699	1326
736	3703	1321
737	3708	1316
738	3713	1311
739	3718	1306
740	3722	1301
741	3727	1296
742	3732	1291
743	3737	1286
744	3741	1280
745	3747	1275
746	3753	1271
747	3758	1266
748	3762	1260
749	3768	1256
750	3773	1251
751	3777	1245
752	3783	1240
753	3787	1235
754	3792	1230
755	3797	1225
756	3802	1220
757	3806	1215
758	3811	1210
759	3816	1205
760	3821	1200
761	3826	1195
762	3831	1190
763	3836	1184
764	3841	1180
765	3846	1175
766	3851	1170
767	3856	1165
768	3862	1160
769	3867	1155
770	3872	1150
771	3877	1145
772	3883	1140
773	3887	1135
774	3893	1130
775	3898	1125
776	3903	1120
777	3909	1115
778	3914	1110
779	3919	1105
780	3925	1100
781	3930	1095
782	3935	1090
783	3939	1085
784	3945	1080
785	3951	1075
786	3956	1070
787	3961	1065
788	3966	1060
789	3971	1055
790	3977	1050
791	3982	1045
792	3987	1040
793	3993	1036
794	3998	1031
795	4003	1026
796	4009	1021
797	4014	1016
798	4020	1011
799	4025	1006
800	4031	1001
801	4037	996
802	4042	991
803	4047	986
804	4053	981
805	4058	976
806	4063	971
807	4069	966
808	4073	961
809	4079	956
810	4084	951
811	4090	946
812	4095	941
813	4100	936
814	4105	931
815	4110	926
816	4116	921
817	4121	917
818	4127	912
819	4132	907
820	4137	902
821	4142	896
822	4148	892
823	4154	887
824	4159	882
825	4165	877
826	4171	872
827	4176	867
828	4182	862
829	4188	857
830	4195	853
831	4200	848
832	4205	843
833	4210	838
834	4216	833
835	4221	828
836	4226	823
837	4232	818
838	4237	813
839	4242	808
840	4248	803
841	4253	798
842	4258	793
843	4264	788
844	4269	783
845	4274	778
846	4280	773
847	4286	768
848	4291	763
849	4296	758
850	4302	753
851	4307	748
852	4313	743
853	4318	738
854	4323	733
855	4328	728
856	4333	723
857	4338	718
858	4344	713
859	4349	708
860	4355	703
861	4361	698
862	4366	693
863	4371	688
864	4377	683
865	4382	678
866	4387	673
867	4393	668
868	4398	663
869	4404	658
870	4409	653
871	4414	648
872	4419	642
873	4428	638
874	4436	633
875	4441	628
876	4446	623
877	4451	618
878	4456	613
879	4461	608
880	4466	603
881	4472	598
882	4477	593
883	4482	588
884	4489	583
885	4494	578
886	4499	573
887	4505	568
888	4509	563
889	4515	558
890	4521	553
891	4526	548
892	4531	542
893	4536	537
894	4542	532
895	4547	527
896	4553	522
897	4558	517
898	4563	512
899	4568	507
900	4573	502
901	4578	497
902	4584	492
903	4590	487
904	4595	482
905	4601	477
906	4607	472
907	4612	467
908	4617	462
909	4622	457
910	4627	452
911	4632	446
912	4637	441
913	4642	436
914	4649	431
915	4654	426
916	4659	421
917	4665	416
918	4670	411
919	4674	406
920	4680	401
921	4684	396
922	4689	391
923	4694	386
924	4699	381
925	4704	375
926	4708	370
927	4713	365
928	4718	360
929	4723	355
930	4728	350
931	4732	345
932	4737	340
933	4742	335
934	4747	330
935	4752	324
936	4758	319
937	4763	314
938	4768	309
939	4774	304
940	4779	299
941	4784	294
942	4790	289
943	4796	284
944	4801	279
945	4807	274
946	4812	269
947	4817	264
948	4823	259
949	4829	254
950	4834	249
951	4839	244
952	4844	238
953	4849	233
954	4855	228
955	4859	223
956	4864	218
957	4869	213
958	4874	208
959	4879	203
960	4885	198
961	4890	193
962	4895	188
963	4901	183
964	4906	177
965	4912	172
966	4918	167
967	4923	162
968	4928	157
969	4936	152
970	4941	147
971	4946	142
972	4951	137
973	4957	132
974	4962	127
975	4968	122
976	4973	117
977	4979	112
978	4984	106
979	4989	101
980	4994	96
981	5000	91
982	5005	86
983	5010	81
984	5016	76
985	5020	71
986	5025	66
987	5031	61
988	5036	56
989	5041	50
990	5047	45
991	5051	40
992	5056	35
993	5061	30
994	5066	25
995	5071	20
996	5076	15
997	5081	10
998	5086	5
999	5091	0
